t_s,hour,pred_next_total_req_kw,capacity_kw,total_req_kw,total_served_kw,total_unmet_kw,total_flex_req_kw,total_flex_served_kw,total_flex_unmet_kw,hospital_req_kw,hospital_served_kw,hospital_unmet_kw,hospital_flex_req_kw,hospital_flex_served_kw,hospital_flex_unmet_kw,residential_req_kw,residential_served_kw,residential_unmet_kw,residential_flex_req_kw,residential_flex_served_kw,residential_flex_unmet_kw,commercial_req_kw,commercial_served_kw,commercial_unmet_kw,commercial_flex_req_kw,commercial_flex_served_kw,commercial_flex_unmet_kw,industrial_req_kw,industrial_served_kw,industrial_unmet_kw,industrial_flex_req_kw,industrial_flex_served_kw,industrial_flex_unmet_kw
41280,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41340,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41400,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41460,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41520,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41580,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41640,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41700,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41760,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41820,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41880,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
41940,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42000,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42060,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42120,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42180,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42240,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42300,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42360,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42420,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42480,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42540,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42600,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42660,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42720,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42780,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42840,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42900,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
42960,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43020,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43080,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43140,17,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43200,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43260,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43320,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43380,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43440,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43500,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43560,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43620,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43680,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43740,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43800,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43860,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43920,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43980,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44040,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44100,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44160,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44220,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44280,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44340,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44400,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44460,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44520,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44580,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44640,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44700,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44760,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44820,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44880,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44940,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45000,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45060,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45120,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45180,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45240,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45300,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45360,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45420,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45480,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45540,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45600,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45660,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45720,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45780,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45840,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45900,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45960,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46020,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46080,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46140,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46200,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46260,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46320,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46380,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46440,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46500,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46560,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46620,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46680,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46740,18,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46800,19,,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
